"","Taxa","eDNA_16S","verts_wgt"
"1399","Myoxocephalus_octodecemspinosus",0,0
"1400","Notoscopelus_elongatus",0,0
"1401","Phycis_chesteri",0,0
"1402","Pollachius_virens",0,2.012
"1403","Scomber_scombrus",0,0
"1404","Sebastes",0,0
"1405","Squalus_acanthias",227,0
"1406","Tautogolabrus_adspersus",0,0
"1407","Triglops_murrayi",0,0
"1408","Urophycis_chuss",0,10.62
"1409","Urophycis_tenuis",0,1.494
"1410","Zoarces_americanus",0,0
"1411","Alosa_pseudoharengus",0,0
"1412","Amblyraja_radiata",0,0
"1413","Argentina_silus",0,0
"1414","Benthosema_glaciale",0,0
"1415","Centroscyllium_fabricii",0,0
"1416","Citharichthys_arctifrons",0,0
"1417","Clupea_harengus",0,0.116032609
"1418","Enchelyopus_cimbrius",0,0
"1419","Glyptocephalus_cynoglossus",0,0
"1420","Helicolenus_dactylopterus",0,0
"1421","Hippoglossus_hippoglossus",0,0
"1422","Leptoclinus_maculatus",0,0
"1423","Leucoraja_erinacea",47861,0
"1424","Lophius_americanus",12809,2.605978261
"1425","Lumpenus_lampretaeformis",0,0
"1426","Melanogrammus_aeglefinus",118710,279.2182065
"1427","Merluccius_albidus",0,0
"1428","Merluccius_bilinearis",23850,0.551630435
"1429","Myoxocephalus_octodecemspinosus",19091,0.243478261
"1430","Notoscopelus_elongatus",0,0
"1431","Phycis_chesteri",0,0
"1432","Pollachius_virens",0,0.119836957
"1433","Scomber_scombrus",10272,0
"1434","Sebastes",0,0
"1435","Squalus_acanthias",0,15.35054348
"1436","Tautogolabrus_adspersus",48239,0
"1437","Triglops_murrayi",0,0
"1438","Urophycis_chuss",0,0
"1439","Urophycis_tenuis",0,0
"1440","Zoarces_americanus",44888,2.891304348
"1441","Alosa_pseudoharengus",0,0
"1442","Amblyraja_radiata",0,0
"1443","Argentina_silus",0,0
"1444","Benthosema_glaciale",0,0
"1445","Centroscyllium_fabricii",0,0
"1446","Citharichthys_arctifrons",0,0
"1447","Clupea_harengus",1249,0
"1448","Enchelyopus_cimbrius",0,0
"1449","Glyptocephalus_cynoglossus",0,0
"1450","Helicolenus_dactylopterus",0,0
"1451","Hippoglossus_hippoglossus",0,3.930327869
"1452","Leptoclinus_maculatus",0,0
"1453","Leucoraja_erinacea",13627,0
"1454","Lophius_americanus",0,0
"1455","Lumpenus_lampretaeformis",0,0
"1456","Melanogrammus_aeglefinus",0,323.154235
"1457","Merluccius_albidus",0,0
"1458","Merluccius_bilinearis",11725,0.493442623
"1459","Myoxocephalus_octodecemspinosus",0,0.420765027
"1460","Notoscopelus_elongatus",0,0
"1461","Phycis_chesteri",0,0
"1462","Pollachius_virens",0,10.23224044
"1463","Scomber_scombrus",0,0
"1464","Sebastes",0,0
"1465","Squalus_acanthias",0,18.47540984
"1466","Tautogolabrus_adspersus",0,10.42349727
"1467","Triglops_murrayi",0,0
"1468","Urophycis_chuss",3775,0
"1469","Urophycis_tenuis",0,0
"1470","Zoarces_americanus",5504,0
"1471","Alosa_pseudoharengus",0,0
"1472","Amblyraja_radiata",0,0
"1473","Argentina_silus",0,0
"1474","Benthosema_glaciale",0,0
"1475","Centroscyllium_fabricii",0,0
"1476","Citharichthys_arctifrons",0,0
"1477","Clupea_harengus",0,0
"1478","Enchelyopus_cimbrius",0,0
"1479","Glyptocephalus_cynoglossus",0,0
"1480","Helicolenus_dactylopterus",0,0
"1481","Hippoglossus_hippoglossus",0,0
"1482","Leptoclinus_maculatus",0,0
"1483","Leucoraja_erinacea",14603,8.514044944
"1484","Lophius_americanus",6079,2.713483146
"1485","Lumpenus_lampretaeformis",0,0
"1486","Melanogrammus_aeglefinus",7311,199.9119382
"1487","Merluccius_albidus",0,0
"1488","Merluccius_bilinearis",1752,2.91011236
"1489","Myoxocephalus_octodecemspinosus",5541,27.23314607
"1490","Notoscopelus_elongatus",0,0
"1491","Phycis_chesteri",0,0
"1492","Pollachius_virens",0,0
"1493","Scomber_scombrus",0,0
"1494","Sebastes",0,0
"1495","Squalus_acanthias",11098,205.7921348
"1496","Tautogolabrus_adspersus",0,0.054073034
"1497","Triglops_murrayi",0,0.06488764
"1498","Urophycis_chuss",0,0
"1499","Urophycis_tenuis",2278,0.360814607
"1500","Zoarces_americanus",0,0.656741573
"1501","Alosa_pseudoharengus",0,0
"1502","Amblyraja_radiata",0,0
"1503","Argentina_silus",0,0
"1504","Benthosema_glaciale",0,0
"1505","Centroscyllium_fabricii",0,0
"1506","Citharichthys_arctifrons",0,0
"1507","Clupea_harengus",0,0
"1508","Enchelyopus_cimbrius",0,0
"1509","Glyptocephalus_cynoglossus",0,0
"1510","Helicolenus_dactylopterus",0,0
"1511","Hippoglossus_hippoglossus",0,0
"1512","Leptoclinus_maculatus",0,0
"1513","Leucoraja_erinacea",18478,15.59
"1514","Lophius_americanus",0,2.54
"1515","Lumpenus_lampretaeformis",0,0
"1516","Melanogrammus_aeglefinus",0,0.094
"1517","Merluccius_albidus",0,0
"1518","Merluccius_bilinearis",16939,6.76
"1519","Myoxocephalus_octodecemspinosus",0,0.395
"1520","Notoscopelus_elongatus",0,0
"1521","Phycis_chesteri",0,0
"1522","Pollachius_virens",0,0
"1523","Scomber_scombrus",0,0
"1524","Sebastes",0,0
"1525","Squalus_acanthias",0,0.82
"1526","Tautogolabrus_adspersus",0,0
"1527","Triglops_murrayi",0,0
"1528","Urophycis_chuss",8874,0.432
"1529","Urophycis_tenuis",2837,0
"1530","Zoarces_americanus",0,0
"1531","Alosa_pseudoharengus",0,0
"1532","Amblyraja_radiata",0,0
"1533","Argentina_silus",0,0
"1534","Benthosema_glaciale",0,0
"1535","Centroscyllium_fabricii",0,0
"1536","Citharichthys_arctifrons",0,0
"1537","Clupea_harengus",0,0
"1538","Enchelyopus_cimbrius",0,0
"1539","Glyptocephalus_cynoglossus",0,0
"1540","Helicolenus_dactylopterus",0,0
"1541","Hippoglossus_hippoglossus",0,0
"1542","Leptoclinus_maculatus",0,0
"1543","Leucoraja_erinacea",1028,1.488505747
"1544","Lophius_americanus",0,0
"1545","Lumpenus_lampretaeformis",0,0
"1546","Melanogrammus_aeglefinus",0,1.186781609
"1547","Merluccius_albidus",0,0
"1548","Merluccius_bilinearis",53147,2.272988506
"1549","Myoxocephalus_octodecemspinosus",0,0
"1550","Notoscopelus_elongatus",0,0
"1551","Phycis_chesteri",0,0
"1552","Pollachius_virens",0,0
"1553","Scomber_scombrus",0,0
"1554","Sebastes",0,0
"1555","Squalus_acanthias",1673,0
"1556","Tautogolabrus_adspersus",0,0
"1557","Triglops_murrayi",0,0
"1558","Urophycis_chuss",62279,1.066091954
"1559","Urophycis_tenuis",0,0
"1560","Zoarces_americanus",0,0
"1561","Alosa_pseudoharengus",0,0
"1562","Amblyraja_radiata",0,0
"1563","Argentina_silus",0,0
"1564","Benthosema_glaciale",0,0
"1565","Centroscyllium_fabricii",0,0
"1566","Citharichthys_arctifrons",0,0.005965909
"1567","Clupea_harengus",0,0
"1568","Enchelyopus_cimbrius",0,0
"1569","Glyptocephalus_cynoglossus",0,0
"1570","Helicolenus_dactylopterus",0,0
"1571","Hippoglossus_hippoglossus",0,0
"1572","Leptoclinus_maculatus",0,0
"1573","Leucoraja_erinacea",17790,0
"1574","Lophius_americanus",0,0
"1575","Lumpenus_lampretaeformis",0,0
"1576","Melanogrammus_aeglefinus",0,5.649715909
"1577","Merluccius_albidus",0,0
"1578","Merluccius_bilinearis",0,0
"1579","Myoxocephalus_octodecemspinosus",0,0
"1580","Notoscopelus_elongatus",0,0
"1581","Phycis_chesteri",0,0
"1582","Pollachius_virens",0,0
"1583","Scomber_scombrus",0,0
"1584","Sebastes",0,0
"1585","Squalus_acanthias",0,23.93323864
"1586","Tautogolabrus_adspersus",0,0
"1587","Triglops_murrayi",0,0
"1588","Urophycis_chuss",0,0
"1589","Urophycis_tenuis",0,0
"1590","Zoarces_americanus",0,0
"1591","Alosa_pseudoharengus",0,0
"1592","Amblyraja_radiata",0,0
"1593","Argentina_silus",0,0
"1594","Benthosema_glaciale",0,0
"1595","Centroscyllium_fabricii",0,0
"1596","Citharichthys_arctifrons",0,0
"1597","Clupea_harengus",0,0
"1598","Enchelyopus_cimbrius",0,0
"1599","Glyptocephalus_cynoglossus",0,0
"1600","Helicolenus_dactylopterus",0,0
"1601","Hippoglossus_hippoglossus",0,0
"1602","Leptoclinus_maculatus",0,0
"1603","Leucoraja_erinacea",0,0.794382022
"1604","Lophius_americanus",17952,4.384831461
"1605","Lumpenus_lampretaeformis",0,0
"1606","Melanogrammus_aeglefinus",2753,19.81235955
"1607","Merluccius_albidus",0,0
"1608","Merluccius_bilinearis",0,0
"1609","Myoxocephalus_octodecemspinosus",5357,0
"1610","Notoscopelus_elongatus",0,0
"1611","Phycis_chesteri",0,0
"1612","Pollachius_virens",0,0
"1613","Scomber_scombrus",0,0
"1614","Sebastes",0,0
"1615","Squalus_acanthias",0,238.2359551
"1616","Tautogolabrus_adspersus",0,0
"1617","Triglops_murrayi",2321,0
"1618","Urophycis_chuss",0,0
"1619","Urophycis_tenuis",0,0.963483146
"1620","Zoarces_americanus",0,0
