"","Taxa","eDNA_16S","verts_count"
"1456","Lumpenus lampretaeformis",0,0
"1457","Melanogrammus aeglefinus",0,13.07471264
"1458","Merluccius albidus",0,0
"1459","Merluccius bilinearis",0,2.011494253
"1460","Myoxocephalus octodecemspinosus",0,0
"1461","Notoscopelus elongatus",0,0
"1462","Phycis chesteri",0,0
"1463","Pollachius virens",3059,31.17816092
"1464","Pseudopleuronectes americanus",0,0
"1465","Scomber scombrus",0,0
"1466","Sebastes g.",0,37.21264368
"1467","Squalus acanthias",534,45.25862069
"1468","Tautogolabrus adspersus",0,0
"1469","Triglops murrayi",0,0
"1470","Urophycis chuss",0,0
"1471","Urophycis tenuis",0,5.028735632
"1472","Zoarces americanus",0,0
"1473","Alosa pseudoharengus",0,0
"1474","Amblyraja radiata",0,0
"1475","Argentina silus",0,0
"1476","Benthosema glaciale",10282,0
"1477","Centroscyllium fabricii",0,0
"1478","Citharichthys arctifrons",0,1
"1479","Clupea harengus",0,30
"1480","Enchelyopus cimbrius",0,0
"1481","Glyptocephalus cynoglossus",0,0
"1482","Helicolenus dactylopterus",0,0
"1483","Hippoglossoides platessoides",0,0
"1484","Hippoglossus hippoglossus",0,0
"1485","Leptoclinus maculatus",0,0
"1486","Leucoraja erinacea",0,0
"1487","Lophius americanus",0,0
"1488","Lumpenus lampretaeformis",0,0
"1489","Melanogrammus aeglefinus",0,393
"1490","Merluccius albidus",0,0
"1491","Merluccius bilinearis",0,522
"1492","Myoxocephalus octodecemspinosus",0,0
"1493","Notoscopelus elongatus",0,0
"1494","Phycis chesteri",0,0
"1495","Pollachius virens",0,1
"1496","Pseudopleuronectes americanus",0,0
"1497","Scomber scombrus",0,0
"1498","Sebastes g.",0,0
"1499","Squalus acanthias",227,0
"1500","Tautogolabrus adspersus",0,0
"1501","Triglops murrayi",0,0
"1502","Urophycis chuss",0,43
"1503","Urophycis tenuis",0,1
"1504","Zoarces americanus",0,0
"1505","Alosa pseudoharengus",0,0
"1506","Amblyraja radiata",0,0
"1507","Argentina silus",0,0
"1508","Benthosema glaciale",0,0
"1509","Centroscyllium fabricii",0,0
"1510","Citharichthys arctifrons",0,0
"1511","Clupea harengus",0,0.951086957
"1512","Enchelyopus cimbrius",0,0
"1513","Glyptocephalus cynoglossus",0,0
"1514","Helicolenus dactylopterus",0,0
"1515","Hippoglossoides platessoides",0,0
"1516","Hippoglossus hippoglossus",0,0
"1517","Leptoclinus maculatus",0,0
"1518","Leucoraja erinacea",47861,0
"1519","Lophius americanus",12809,0.951086957
"1520","Lumpenus lampretaeformis",0,0
"1521","Melanogrammus aeglefinus",118710,1385.733696
"1522","Merluccius albidus",0,0
"1523","Merluccius bilinearis",23850,6.657608696
"1524","Myoxocephalus octodecemspinosus",19091,0.951086957
"1525","Notoscopelus elongatus",0,0
"1526","Phycis chesteri",0,0
"1527","Pollachius virens",0,0.951086957
"1528","Pseudopleuronectes americanus",0,0.951086957
"1529","Scomber scombrus",10272,0
"1530","Sebastes g.",0,0
"1531","Squalus acanthias",0,4.755434783
"1532","Tautogolabrus adspersus",48239,0
"1533","Triglops murrayi",0,0
"1534","Urophycis chuss",0,0
"1535","Urophycis tenuis",0,0
"1536","Zoarces americanus",44888,3.804347826
"1537","Alosa pseudoharengus",0,0
"1538","Amblyraja radiata",0,0
"1539","Argentina silus",0,0
"1540","Benthosema glaciale",0,0
"1541","Centroscyllium fabricii",0,0
"1542","Citharichthys arctifrons",0,0
"1543","Clupea harengus",1249,0
"1544","Enchelyopus cimbrius",0,0
"1545","Glyptocephalus cynoglossus",0,0
"1546","Helicolenus dactylopterus",0,0
"1547","Hippoglossoides platessoides",0,0
"1548","Hippoglossus hippoglossus",0,1.912568306
"1549","Leptoclinus maculatus",0,0
"1550","Leucoraja erinacea",13627,0
"1551","Lophius americanus",0,0
"1552","Lumpenus lampretaeformis",0,0
"1553","Melanogrammus aeglefinus",0,805.1912568
"1554","Merluccius albidus",0,0
"1555","Merluccius bilinearis",11725,3.825136612
"1556","Myoxocephalus octodecemspinosus",0,2.868852459
"1557","Notoscopelus elongatus",0,0
"1558","Phycis chesteri",0,0
"1559","Pollachius virens",0,3.825136612
"1560","Pseudopleuronectes americanus",0,6.693989071
"1561","Scomber scombrus",0,0
"1562","Sebastes g.",0,0
"1563","Squalus acanthias",0,6.693989071
"1564","Tautogolabrus adspersus",0,22.95081967
"1565","Triglops murrayi",0,0
"1566","Urophycis chuss",3775,0
"1567","Urophycis tenuis",0,0
"1568","Zoarces americanus",5504,0
"1569","Alosa pseudoharengus",0,0
"1570","Amblyraja radiata",0,0
"1571","Argentina silus",0,0
"1572","Benthosema glaciale",0,0
"1573","Centroscyllium fabricii",0,0
"1574","Citharichthys arctifrons",0,0
"1575","Clupea harengus",0,0
"1576","Enchelyopus cimbrius",0,0
"1577","Glyptocephalus cynoglossus",0,0
"1578","Helicolenus dactylopterus",0,0
"1579","Hippoglossoides platessoides",0,0
"1580","Hippoglossus hippoglossus",0,0
"1581","Leptoclinus maculatus",0,0
"1582","Leucoraja erinacea",14603,12.78089888
"1583","Lophius americanus",6079,0.983146067
"1584","Lumpenus lampretaeformis",0,0
"1585","Melanogrammus aeglefinus",7311,576.1235955
"1586","Merluccius albidus",0,0
"1587","Merluccius bilinearis",1752,21.62921348
"1588","Myoxocephalus octodecemspinosus",5541,149.4382022
"1589","Notoscopelus elongatus",0,0
"1590","Phycis chesteri",0,0
"1591","Pollachius virens",0,0
"1592","Pseudopleuronectes americanus",0,20.64606742
"1593","Scomber scombrus",0,0
"1594","Sebastes g.",0,0
"1595","Squalus acanthias",11098,233.988764
"1596","Tautogolabrus adspersus",0,0.983146067
"1597","Triglops murrayi",0,5.898876404
"1598","Urophycis chuss",0,0
"1599","Urophycis tenuis",2278,0.983146067
"1600","Zoarces americanus",0,1.966292135
"1601","Alosa pseudoharengus",0,0
"1602","Amblyraja radiata",0,0
"1603","Argentina silus",0,0
"1604","Benthosema glaciale",0,0
"1605","Centroscyllium fabricii",0,0
"1606","Citharichthys arctifrons",0,0
"1607","Clupea harengus",0,0
"1608","Enchelyopus cimbrius",0,0
"1609","Glyptocephalus cynoglossus",0,0
"1610","Helicolenus dactylopterus",0,0
"1611","Hippoglossoides platessoides",0,0
"1612","Hippoglossus hippoglossus",0,0
"1613","Leptoclinus maculatus",0,0
"1614","Leucoraja erinacea",18478,28
"1615","Lophius americanus",0,1
"1616","Lumpenus lampretaeformis",0,0
"1617","Melanogrammus aeglefinus",0,9
"1618","Merluccius albidus",0,0
"1619","Merluccius bilinearis",16939,80
"1620","Myoxocephalus octodecemspinosus",0,3
"1621","Notoscopelus elongatus",0,0
"1622","Phycis chesteri",0,0
"1623","Pollachius virens",0,0
"1624","Pseudopleuronectes americanus",3043,1
"1625","Scomber scombrus",0,0
"1626","Sebastes g.",0,0
"1627","Squalus acanthias",0,1
"1628","Tautogolabrus adspersus",0,0
"1629","Triglops murrayi",0,0
"1630","Urophycis chuss",8874,4
"1631","Urophycis tenuis",2837,0
"1632","Zoarces americanus",0,0
"1633","Alosa pseudoharengus",0,0
"1634","Amblyraja radiata",0,0
"1635","Argentina silus",0,0
"1636","Benthosema glaciale",0,0
"1637","Centroscyllium fabricii",0,0
"1638","Citharichthys arctifrons",0,0
"1639","Clupea harengus",0,0
"1640","Enchelyopus cimbrius",0,0
"1641","Glyptocephalus cynoglossus",0,0
"1642","Helicolenus dactylopterus",0,0
"1643","Hippoglossoides platessoides",0,0
"1644","Hippoglossus hippoglossus",0,0
"1645","Leptoclinus maculatus",0,0
"1646","Leucoraja erinacea",1028,3.017241379
"1647","Lophius americanus",0,0
"1648","Lumpenus lampretaeformis",0,0
"1649","Melanogrammus aeglefinus",0,8.045977011
"1650","Merluccius albidus",0,0
"1651","Merluccius bilinearis",53147,26.14942529
"1652","Myoxocephalus octodecemspinosus",0,0
"1653","Notoscopelus elongatus",0,0
"1654","Phycis chesteri",0,0
"1655","Pollachius virens",0,0
"1656","Pseudopleuronectes americanus",0,0
"1657","Scomber scombrus",0,0
"1658","Sebastes g.",0,0
"1659","Squalus acanthias",1673,0
"1660","Tautogolabrus adspersus",0,0
"1661","Triglops murrayi",0,0
"1662","Urophycis chuss",62279,5.028735632
"1663","Urophycis tenuis",0,0
"1664","Zoarces americanus",0,0
"1665","Alosa pseudoharengus",0,0
"1666","Amblyraja radiata",0,0
"1667","Argentina silus",0,0
"1668","Benthosema glaciale",0,0
"1669","Centroscyllium fabricii",0,0
"1670","Citharichthys arctifrons",0,0.994318182
"1671","Clupea harengus",0,0
"1672","Enchelyopus cimbrius",0,0
"1673","Glyptocephalus cynoglossus",0,0
"1674","Helicolenus dactylopterus",0,0
"1675","Hippoglossoides platessoides",0,0
"1676","Hippoglossus hippoglossus",0,0
"1677","Leptoclinus maculatus",0,0
"1678","Leucoraja erinacea",17790,0
"1679","Lophius americanus",0,0
"1680","Lumpenus lampretaeformis",0,0
"1681","Melanogrammus aeglefinus",0,265.4829545
"1682","Merluccius albidus",0,0
"1683","Merluccius bilinearis",0,0
"1684","Myoxocephalus octodecemspinosus",0,0
"1685","Notoscopelus elongatus",0,0
"1686","Phycis chesteri",0,0
"1687","Pollachius virens",0,0
"1688","Pseudopleuronectes americanus",0,0
"1689","Scomber scombrus",0,0
"1690","Sebastes g.",0,0
"1691","Squalus acanthias",0,67.61363636
"1692","Tautogolabrus adspersus",0,0
"1693","Triglops murrayi",0,0
"1694","Urophycis chuss",0,0
"1695","Urophycis tenuis",0,0
"1696","Zoarces americanus",0,0
"1697","Alosa pseudoharengus",0,0
"1698","Amblyraja radiata",0,0
"1699","Argentina silus",0,0
"1700","Benthosema glaciale",0,0
"1701","Centroscyllium fabricii",0,0
"1702","Citharichthys arctifrons",0,0
"1703","Clupea harengus",0,0
"1704","Enchelyopus cimbrius",0,0
"1705","Glyptocephalus cynoglossus",0,0
"1706","Helicolenus dactylopterus",0,0
"1707","Hippoglossoides platessoides",0,0
"1708","Hippoglossus hippoglossus",0,0
"1709","Leptoclinus maculatus",0,0
"1710","Leucoraja erinacea",0,0.983146067
"1711","Lophius americanus",17952,0.983146067
"1712","Lumpenus lampretaeformis",0,0
"1713","Melanogrammus aeglefinus",2753,1405.898876
"1714","Merluccius albidus",0,0
"1715","Merluccius bilinearis",0,0
"1716","Myoxocephalus octodecemspinosus",5357,0
"1717","Notoscopelus elongatus",0,0
"1718","Phycis chesteri",0,0
"1719","Pollachius virens",0,0
"1720","Pseudopleuronectes americanus",0,0
"1721","Scomber scombrus",0,0
"1722","Sebastes g.",0,0
"1723","Squalus acanthias",0,373.5955056
"1724","Tautogolabrus adspersus",0,0
"1725","Triglops murrayi",2321,0
"1726","Urophycis chuss",0,0
"1727","Urophycis tenuis",0,1.966292135
"1728","Zoarces americanus",0,0
