MISSION, SETNO, SLAT, SLONG, ELAT, ELONG, SURFACE_TEMPERATURE, BOTTOM_TEMPERATURE, BOTTOM_SALINITY, HYDRO, SPEC, TOTWGT, COMM, SPEC_1
NED2020025,90,4512.29,6549.28,4511.42,6551.69,,,,999999,6118,0.213,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,90,4512.29,6549.28,4511.42,6551.69,,,,999999,8209,0.007,ACTINIIDAE F. ,ACTINIIDAE F. 
NED2020025,90,4512.29,6549.28,4511.42,6551.69,,,,999999,8600,0.033,SPONGES,PORIFERA P.
NED2020025,90,4512.29,6549.28,4511.42,6551.69,,,,999999,8600,4.161,SPONGES,PORIFERA P.
NED2020025,90,4512.29,6549.28,4511.42,6551.69,,,,999999,8605,0.012,POLYMASTIA F.,POLYMASTIA F.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,10,0.022,COD(ATLANTIC),GADUS MORHUA
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,11,2.54,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,12,0.548,WHITE HAKE,UROPHYCIS TENUIS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,13,1.62,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,14,12.09,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,43,2.17,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,62,0.3,ALEWIFE,ALOSA PSEUDOHARENGUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,203,11.97,LITTLE SKATE,LEUCORAJA ERINACEA
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,300,1.4,LONGHORN SCULPIN,MYOXOCEPHALUS OCTODECEMSPINOSUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,320,9.5,SEA RAVEN,HEMITRIPTERUS AMERICANUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,512,0.005,SEASNAIL,DUSKY
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,640,0.236,OCEAN POUT,ZOARCES AMERICANUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,1191,6.04,Skate;LITTLE OR WINTER; Unspecified,LEUCORAJA SP.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,1901,2.807,LEMONWEED,FLUSTRA FOLIACEA
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2100,0.029,SHRIMPS,DECAPODA O.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2212,0.03,PANDALUS MONTAGUI,PANDALUS MONTAGUI
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2212,0.107,PANDALUS MONTAGUI,PANDALUS MONTAGUI
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2214,0.041,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2214,0.156,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2511,0.038,JONAH CRAB,CANCER BOREALIS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2511,2.485,JONAH CRAB,CANCER BOREALIS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2513,0.653,ATLANTIC ROCK CRAB,CANCER IRRORATUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2520,0.021,TOAD CRAB,UNIDENT.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2527,0.005,TOAD CRAB,HYAS ARANEUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2541,0.003,AXIUS SERRATUS,AXIUS SERRATUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,2550,57.47,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,3200,0.001,SEA MOUSE,APHRODITA HASTATA
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,4227,0.055,NEW ENGLAND NEPTUNE,NEPTUNEA DECEMCOSTATA
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,4316,0.013,ASTARTE SP.,ASTARTE SP.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,4321,10.19,SEA SCALLOP,PLACOPECTEN MAGELLANICUS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,4410,0.028,BUSHY BACKSLUG,DENDRONOTUS SP.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,4410,0.032,BUSHY BACKSLUG,DENDRONOTUS SP.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,6109,0.005,ASTERIAS FORBESI,ASTERIAS FORBESI
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,6111,0.008,ASTERIAS RUBENS,ASTERIAS RUBENS
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,6114,0.008,LEPTASTERIAS SP.,LEPTASTERIAS SP.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,6118,0.038,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,6118,0.094,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,6200,0.003,BRITTLE STAR,OPHIUROIDEA S.C.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,8208,0.086,ANTHOZOA SEA ANEMONES,ACTINIARIA O.
NED2020025,91,4509.63,6556.18,4509.96,6553.81,11.4,10.1,31.86,478914,8600,0.014,SPONGES,PORIFERA P.
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,11,0.025,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,12,1.09,WHITE HAKE,UROPHYCIS TENUIS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,13,0.53,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,14,61.98,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,40,0.216,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,41,1.4,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,43,0.55,WINTER FLOUNDER,PSEUDOPLEURONECTES AMERICANUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,60,0.016,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,61,0.182,SHAD AMERICAN,ALOSA SAPIDISSIMA
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,62,0.559,ALEWIFE,ALOSA PSEUDOHARENGUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,114,0.174,FOURBEARD ROCKLING,ENCHELYOPUS CIMBRIUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,164,0.399,MENHADEN(ATLANTIC),BREVOORTIA TYRANNUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,203,0.608,LITTLE SKATE,LEUCORAJA ERINACEA
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,220,0.88,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,400,0.242,MONKFISH,GOOSEFISH
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,1191,0.336,Skate;LITTLE OR WINTER; Unspecified,LEUCORAJA SP.
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,1901,1.224,LEMONWEED,FLUSTRA FOLIACEA
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,2214,0.05,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,2214,0.93,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,2511,2.017,JONAH CRAB,CANCER BOREALIS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,2513,0.004,ATLANTIC ROCK CRAB,CANCER IRRORATUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,2513,0.042,ATLANTIC ROCK CRAB,CANCER IRRORATUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,2520,0.0015,TOAD CRAB,UNIDENT.
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,2550,4.56,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,2611,0.0015,Northern Krill,MEGANYCTIPHANES NORVEGICA
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,4321,0.137,SEA SCALLOP,PLACOPECTEN MAGELLANICUS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,4348,0.027,MOLLUSCA SHELLS EMPTY,MOLLUSCA (EMPTY)
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,4400,0.021,SEA SLUGS,NUDIBRANCHIA O.
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,6111,0.006,ASTERIAS RUBENS,ASTERIAS RUBENS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,6118,0.004,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,6200,0.0015,BRITTLE STAR,OPHIUROIDEA S.C.
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,8400,0.012,HYDROZOA C.,HYDROZOA C.
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,8511,0.346,PINK JELLYFISH,CYANEA CAPILLATA
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,9200,0.031,STONES AND ROCKS,STONES AND ROCKS
NED2020025,92,4502.11,6622.96,4502.58,6620.57,11.7,9,32.09,478917,9331,0.023,KNOTTED WRACK,ASCOPHYLLUM NODOSUM
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,10,0.218,COD(ATLANTIC),GADUS MORHUA
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,11,2.3,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,13,0.116,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,14,1.12,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,31,0.48,TURBOT,GREENLAND HALIBUT
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,41,1.98,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,60,0.14,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,60,0.473,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,61,0.074,SHAD AMERICAN,ALOSA SAPIDISSIMA
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,62,0.496,ALEWIFE,ALOSA PSEUDOHARENGUS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,165,0.678,BLUEBACK HERRING,ALOSA AESTIVALIS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,220,0.144,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,501,1.059,LUMPFISH,CYCLOPTERUS LUMPUS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,2212,0.002,PANDALUS MONTAGUI,PANDALUS MONTAGUI
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,2214,0.007,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,2221,0.025,PASIPHAEA MULTIDENTATA,PASIPHAEA MULTIDENTATA
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,2511,4.26,JONAH CRAB,CANCER BOREALIS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,2550,21.74,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,2611,2.15,Northern Krill,MEGANYCTIPHANES NORVEGICA
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,4400,0.003,SEA SLUGS,NUDIBRANCHIA O.
NED2020025,93,4448.99,6635.15,4450.47,6633.58,,,,999999,6118,0.001,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,11,1.165,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,13,1.13,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,14,195.46,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,41,1.38,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,60,21.89,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,61,0.388,SHAD AMERICAN,ALOSA SAPIDISSIMA
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,62,3.17,ALEWIFE,ALOSA PSEUDOHARENGUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,70,0.26,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,165,0.388,BLUEBACK HERRING,ALOSA AESTIVALIS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,202,0.168,SMOOTH SKATE,MALACORAJA SENTA
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,701,0.003,BUTTERFISH,PEPRILUS TRIACANTHUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,2212,0.048,PANDALUS MONTAGUI,PANDALUS MONTAGUI
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,2213,0.02,ATLANTOPANDALUS PROPINQUUS,ATLANTOPANDALUS PROPINQVUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,2214,0.076,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,2221,0.002,PASIPHAEA MULTIDENTATA,PASIPHAEA MULTIDENTATA
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,2511,7.851,JONAH CRAB,CANCER BOREALIS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,2513,0.004,ATLANTIC ROCK CRAB,CANCER IRRORATUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,2550,9.63,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,4511,0.543,SHORT-FIN SQUID,ILLEX ILLECEBROSUS
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,4521,0.022,OCTOPUS,OCTOPODA O.
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,8300,0.005,SEA ANEMONE,ANTHOZOA C.
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,8500,1.41,JELLYFISHES,SCYPHOZOA C.
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,8600,0.044,SPONGES,PORIFERA P.
NED2020025,94,4421.75,6657.57,4420.91,6659.79,12.1,8.5,33.64,478921,8605,0.014,POLYMASTIA F.,POLYMASTIA F.
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,12,41.83,WHITE HAKE,UROPHYCIS TENUIS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,13,0.764,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,14,184.07,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,16,8.33,POLLOCK,POLLACHIUS VIRENS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,23,24.14,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,41,0.64,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,60,39.81,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,62,0.211,ALEWIFE,ALOSA PSEUDOHARENGUS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,70,0.137,MACKEREL(ATLANTIC),SCOMBER SCOMBRUS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,200,9.15,BARNDOOR SKATE,DIPTURUS LAEVIS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,220,8.28,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,2214,0.003,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,2511,4.65,JONAH CRAB,CANCER BOREALIS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,2526,0.013,SNOW CRAB (QUEEN),CHIONOECETES OPILIO
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,2550,2.14,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,4511,0.324,SHORT-FIN SQUID,ILLEX ILLECEBROSUS
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,4521,0.035,OCTOPUS,OCTOPODA O.
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,4536,0.02,BOBTAIL SQUID,SEPIOLODAE F.
NED2020025,95,4344.58,6714.6,4342.84,6715,14.7,8.7,34.12,478925,6118,0.028,BLOOD STAR (GENUS),HENRICIA SP.
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,11,8.54,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,12,34.59,WHITE HAKE,UROPHYCIS TENUIS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,13,1.94,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,14,13.35,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,16,34.02,POLLOCK,POLLACHIUS VIRENS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,23,1.46,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,60,7.04,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,114,0.011,FOURBEARD ROCKLING,ENCHELYOPUS CIMBRIUS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,123,1.104,ROSEFISH(BLACK BELLY),HELICOLENUS DACTYLOPTERUS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,150,0.001,LANTERNFISH (NS),MYCTOPHIDAE
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,202,1.59,SMOOTH SKATE,MALACORAJA SENTA
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,400,0.746,MONKFISH,GOOSEFISH
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,2211,0.005,PANDALUS BOREALIS,PANDALUS BOREALIS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,2213,0.003,ATLANTOPANDALUS PROPINQUUS,ATLANTOPANDALUS PROPINQVUS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,2214,0.002,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,2221,0.608,PASIPHAEA MULTIDENTATA,PASIPHAEA MULTIDENTATA
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,2511,1.732,JONAH CRAB,CANCER BOREALIS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,2550,3.5,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,2611,0.009,Northern Krill,MEGANYCTIPHANES NORVEGICA
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,4400,0.003,SEA SLUGS,NUDIBRANCHIA O.
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,4521,0.027,OCTOPUS,OCTOPODA O.
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,6200,0.001,BRITTLE STAR,OPHIUROIDEA S.C.
NED2020025,96,4332.82,6719.19,4331.12,6719.65,16.3,9.2,34.62,478929,8347,0.015,PSILASTER ANDROMEDA,PSILASTER ANDROMEDA
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,11,8.66,HADDOCK,MELANOGRAMMUS AEGLEFINUS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,12,15.3,WHITE HAKE,UROPHYCIS TENUIS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,13,2.14,SQUIRREL OR RED HAKE,UROPHYCIS CHUSS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,14,11.92,SILVER HAKE,MERLUCCIUS BILINEARIS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,16,5.81,POLLOCK,POLLACHIUS VIRENS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,23,3.54,REDFISH UNSEPARATED,SEBASTES SP.
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,60,5.39,HERRING(ATLANTIC),CLUPEA HARENGUS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,202,0.932,SMOOTH SKATE,MALACORAJA SENTA
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,220,11.35,SPINY DOGFISH,SQUALUS ACANTHIAS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,241,0.127,NORTHERN HAGFISH,MYXINE GLUTINOSA
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2211,0.006,PANDALUS BOREALIS,PANDALUS BOREALIS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2213,0.071,ATLANTOPANDALUS PROPINQUUS,ATLANTOPANDALUS PROPINQVUS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2214,0.011,DICHELOPANDALUS LEPTOCERUS,DICHELOPANDALUS LEPTOCERUS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2221,0.037,PASIPHAEA MULTIDENTATA,PASIPHAEA MULTIDENTATA
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2415,0.004,PONTOPHILUS NORVEGICUS,PONTOPHILUS NORVEGICUS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2511,0.615,JONAH CRAB,CANCER BOREALIS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2541,0.001,AXIUS SERRATUS,AXIUS SERRATUS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2550,2.22,AMERICAN LOBSTER,HOMARUS AMERICANUS
NED2020025,97,4317.26,6728.44,4315.73,6729.66,19.1,8.8,34.48,478933,2611,0.017,Northern Krill,MEGANYCTIPHANES NORVEGICA
